,id,ms_subclass,neighborhood,overall_qual,year_remod/add,exterior_1st,exterior_2nd,mas_vnr_area,exter_qual,foundation,bsmtfin_type_1,bsmtfin_sf_1,heating_qc,1st_flr_sf,gr_liv_area,full_bath,kitchen_qual,fireplaces,garage_finish,garage_area,garage_qual,saleprice,age_sold
509,1054,60,NridgHt,9,2008,VinylSd,VinylSd,268.0,5,PConc,GLQ,1330.0,5,1476,2713,2,5,1,Fin,858.0,3.0,446261,0
510,2850,70,SWISU,7,1997,Wd Sdng,Stucco,0.0,3,BrkTil,ALQ,424.0,5,743,1479,1,4,2,Unf,312.0,3.0,160000,80
511,1082,120,Blmngtn,7,2004,VinylSd,VinylSd,24.0,4,PConc,GLQ,1087.0,5,1576,1576,2,4,1,RFn,668.0,3.0,219990,4
512,1440,20,CollgCr,7,2000,VinylSd,VinylSd,125.0,4,PConc,Unf,0.0,5,1479,1479,2,4,0,RFn,577.0,3.0,191000,9
513,2006,40,BrkSide,5,1994,MetalSd,MetalSd,0.0,3,PConc,LwQ,317.0,3,916,1060,1,3,1,Unf,308.0,2.0,136500,82
514,2082,30,Edwards,4,1994,HdBoard,HdBoard,0.0,3,Slab,None,0.0,3,943,943,1,4,0,Unf,308.0,3.0,80000,49
515,2344,50,NWAmes,7,1988,HdBoard,HdBoard,178.0,4,PConc,GLQ,1002.0,4,1377,2183,2,4,0,Unf,786.0,3.0,229000,18
516,248,60,SawyerW,7,1994,MetalSd,MetalSd,246.0,4,PConc,GLQ,750.0,5,1062,1949,2,4,1,Fin,574.0,3.0,236000,17
517,2276,20,Timber,10,2007,MetalSd,MetalSd,242.0,5,PConc,Unf,0.0,5,1824,1824,2,5,1,Fin,932.0,3.0,392000,1
518,755,70,IDOTRR,6,1950,Plywood,Plywood,0.0,3,CBlock,BLQ,522.0,2,1146,1930,2,3,0,Unf,316.0,3.0,149000,82
519,1178,160,Somerst,10,1999,BrkFace,MetalSd,0.0,5,PConc,BLQ,128.0,5,1469,2393,2,5,1,Fin,846.0,3.0,345000,10
520,2636,70,OldTown,5,2005,CemntBd,CmentBd,0.0,4,PConc,Unf,0.0,5,1007,2014,2,3,0,Unf,624.0,3.0,169000,106
521,2077,20,Edwards,4,1950,Wd Sdng,Wd Sdng,0.0,3,CBlock,Unf,0.0,3,1242,1242,1,3,0,Unf,336.0,3.0,109900,61
522,2930,60,Mitchel,7,1994,HdBoard,HdBoard,94.0,3,PConc,LwQ,758.0,5,996,2000,2,3,1,Fin,650.0,3.0,188000,13
523,737,50,BrkSide,6,1950,MetalSd,MetalSd,0.0,3,CBlock,Unf,0.0,5,825,1412,1,3,1,Unf,280.0,3.0,132500,70
524,837,20,CollgCr,5,1994,VinylSd,VinylSd,0.0,3,PConc,ALQ,755.0,5,990,990,1,3,0,RFn,440.0,3.0,143000,15
525,2086,20,Edwards,5,1951,Wd Sdng,Wd Sdng,0.0,3,CBlock,ALQ,557.0,5,1342,1342,1,3,0,Unf,256.0,3.0,125000,56
526,2385,20,NridgHt,9,2005,VinylSd,VinylSd,568.0,5,PConc,GLQ,1505.0,5,1868,1868,2,5,1,Fin,1085.0,3.0,415000,1
527,189,70,OldTown,4,1950,VinylSd,VinylSd,0.0,3,CBlock,Unf,0.0,4,741,1363,1,3,0,Unf,528.0,3.0,125500,100
528,635,20,NAmes,6,1988,Wd Sdng,Wd Sdng,183.0,3,CBlock,Rec,620.0,4,1632,1632,2,3,1,RFn,338.0,3.0,139000,51
529,432,60,NridgHt,10,2008,CemntBd,CmentBd,420.0,5,PConc,GLQ,1338.0,5,1728,2296,2,5,1,RFn,842.0,3.0,451950,1
530,900,90,Edwards,5,1959,VinylSd,VinylSd,74.0,3,CBlock,Unf,0.0,3,1678,1678,2,3,0,None,0.0,0.0,119900,50
531,966,20,Timber,8,2002,VinylSd,VinylSd,136.0,4,PConc,GLQ,1005.0,5,1296,1296,2,4,0,Fin,471.0,3.0,220000,8
532,1612,20,NAmes,6,1971,MetalSd,MetalSd,302.0,3,CBlock,BLQ,838.0,3,1587,1587,2,3,1,Unf,525.0,3.0,167300,36
533,904,50,Edwards,5,1950,Wd Sdng,Wd Sdng,0.0,3,CBlock,Rec,626.0,5,854,1298,1,3,2,Unf,256.0,3.0,122000,68
534,2487,90,Sawyer,5,1963,HdBoard,HdBoard,336.0,3,CBlock,Rec,1332.0,3,1728,1728,2,3,0,Unf,504.0,3.0,125000,43
535,1304,20,OldTown,5,1957,BrkFace,BrkFace,0.0,3,CBlock,Rec,308.0,4,928,928,1,3,0,Fin,288.0,3.0,112500,51
536,2112,60,CollgCr,7,2006,VinylSd,VinylSd,0.0,4,PConc,Unf,0.0,5,879,1795,2,4,0,RFn,578.0,3.0,191000,2
537,1244,20,NAmes,6,1958,MetalSd,MetalSd,135.0,3,CBlock,BLQ,570.0,4,1080,1080,1,3,0,Unf,288.0,3.0,136000,50
538,843,60,CollgCr,7,1998,VinylSd,VinylSd,0.0,3,PConc,Unf,0.0,5,866,1779,2,4,0,RFn,546.0,3.0,197900,11
539,2689,50,OldTown,6,2003,VinylSd,VinylSd,0.0,3,CBlock,Unf,0.0,4,1001,1635,1,4,0,Unf,255.0,2.0,117000,96
540,2753,20,CollgCr,7,2006,VinylSd,VinylSd,84.0,4,PConc,GLQ,684.0,5,1220,1220,2,4,0,RFn,632.0,3.0,194000,0
541,1169,120,Somerst,9,2001,VinylSd,VinylSd,179.0,4,PConc,GLQ,1004.0,5,1310,1310,1,4,1,RFn,545.0,3.0,285000,7
542,1376,190,Edwards,5,1999,Wd Sdng,Wd Sdng,0.0,3,BrkTil,ALQ,351.0,4,808,1355,2,3,0,None,0.0,0.0,127500,68
543,2503,60,NoRidge,7,2000,HdBoard,HdBoard,0.0,4,PConc,GLQ,728.0,5,1166,2295,2,4,1,RFn,590.0,3.0,268000,14
544,1987,70,OldTown,4,1950,MetalSd,MetalSd,0.0,3,PConc,Unf,0.0,5,1156,1798,2,3,0,Unf,342.0,3.0,137000,107
545,1190,20,NWAmes,7,1967,Plywood,Plywood,0.0,3,CBlock,ALQ,603.0,5,1620,1620,2,4,1,Unf,578.0,3.0,215000,41
546,1930,20,NAmes,5,1955,MetalSd,MetalSd,0.0,3,CBlock,Rec,288.0,3,1216,1216,1,3,0,RFn,336.0,3.0,129500,52
547,2677,50,BrkSide,5,1950,MetalSd,MetalSd,0.0,3,BrkTil,Unf,0.0,4,896,1344,1,3,0,Unf,240.0,2.0,115000,70
548,1256,50,OldTown,5,1950,VinylSd,VinylSd,0.0,3,PConc,Unf,0.0,3,747,1159,1,3,0,Unf,288.0,2.0,114000,83
549,2484,20,SawyerW,4,1966,HdBoard,HdBoard,0.0,3,CBlock,Rec,1056.0,3,1056,1056,1,3,0,Unf,384.0,3.0,107000,40
550,1253,50,NAmes,5,1950,MetalSd,MetalSd,0.0,3,CBlock,Rec,442.0,3,832,1216,1,3,0,Unf,336.0,3.0,118500,61
551,1337,50,BrkSide,6,1950,WdShing,Wd Shng,0.0,3,BrkTil,Unf,0.0,3,950,1158,1,3,1,RFn,208.0,3.0,120000,79
552,1788,20,Somerst,8,2005,VinylSd,VinylSd,148.0,4,PConc,GLQ,769.0,5,1538,1538,2,4,0,RFn,484.0,3.0,260000,2
553,141,20,NAmes,5,1959,MetalSd,MetalSd,150.0,3,CBlock,BLQ,856.0,3,1143,1143,1,3,0,RFn,308.0,3.0,136000,51
554,1669,20,NAmes,4,1971,MetalSd,MetalSd,0.0,3,CBlock,Unf,0.0,3,872,872,1,3,0,Unf,480.0,3.0,123000,36
555,1366,50,IDOTRR,6,1950,MetalSd,MetalSd,0.0,3,CBlock,Unf,0.0,3,1035,1406,1,2,0,None,0.0,0.0,89500,88
556,52,20,Gilbert,6,2005,VinylSd,VinylSd,0.0,4,PConc,Unf,0.0,5,1324,1324,2,4,0,Fin,430.0,3.0,199500,5
557,1380,20,Sawyer,5,1966,HdBoard,HdBoard,41.0,3,PConc,Unf,0.0,3,904,904,1,3,0,Unf,408.0,3.0,109900,42
558,919,70,Crawfor,7,2004,MetalSd,MetalSd,0.0,4,BrkTil,Unf,0.0,5,1276,2080,1,4,2,Unf,282.0,3.0,234000,83
559,2804,120,CollgCr,6,2004,VinylSd,VinylSd,169.0,4,PConc,GLQ,662.0,5,848,848,1,4,1,RFn,420.0,3.0,155900,2
560,782,50,ClearCr,4,1989,Wd Sdng,Wd Sdng,0.0,3,CBlock,Unf,0.0,5,1104,1788,1,3,2,Unf,304.0,3.0,161500,52
561,956,20,Timber,6,1958,HdBoard,HdBoard,541.0,3,CBlock,GLQ,111.0,4,1344,1344,1,4,1,RFn,525.0,3.0,137500,51
562,187,190,OldTown,5,1950,MetalSd,MetalSd,0.0,3,BrkTil,Unf,0.0,2,1128,2256,2,2,0,None,0.0,0.0,76500,100
563,2074,60,ClearCr,6,1989,Plywood,Plywood,268.0,4,PConc,GLQ,831.0,3,1164,2060,2,3,1,Unf,521.0,3.0,211000,19
564,1039,120,NAmes,6,1999,MetalSd,MetalSd,0.0,4,PConc,GLQ,266.0,5,1337,1337,2,4,0,Fin,511.0,3.0,181000,10
565,1210,80,NAmes,6,1966,HdBoard,HdBoard,183.0,3,CBlock,Rec,312.0,3,1165,1165,1,3,0,RFn,490.0,4.0,174900,42
566,2710,80,Sawyer,5,1966,VinylSd,VinylSd,97.0,3,CBlock,LwQ,328.0,5,1320,1320,1,3,2,RFn,564.0,3.0,164500,40
567,44,20,NridgHt,7,2004,VinylSd,VinylSd,168.0,4,PConc,GLQ,2.0,5,1535,1535,2,4,0,RFn,532.0,3.0,214000,6
568,1026,60,NWAmes,7,1988,HdBoard,HdBoard,280.0,3,CBlock,Unf,0.0,3,1277,2044,2,3,1,Unf,489.0,3.0,185000,28
569,1343,50,BrkSide,4,1950,MetalSd,MetalSd,0.0,3,PConc,BLQ,80.0,5,624,1136,1,3,0,Unf,336.0,3.0,123000,79
570,2248,85,Mitchel,6,1979,HdBoard,Wd Shng,0.0,3,CBlock,GLQ,1001.0,3,1299,1299,2,4,1,RFn,486.0,3.0,183500,28
571,1849,160,Somerst,8,2000,MetalSd,MetalSd,456.0,4,PConc,Unf,0.0,5,764,1441,2,4,0,Unf,492.0,3.0,174000,8
572,2076,20,Edwards,5,1953,MetalSd,MetalSd,0.0,3,CBlock,Rec,587.0,3,1630,1630,2,3,1,Unf,649.0,3.0,130000,54
573,2641,70,OldTown,7,1990,Wd Sdng,Wd Sdng,0.0,3,BrkTil,LwQ,16.0,5,832,1641,1,5,1,Unf,546.0,2.0,178000,81
574,5,60,Gilbert,5,1998,VinylSd,VinylSd,0.0,3,PConc,GLQ,791.0,4,928,1629,2,3,1,Fin,482.0,3.0,189900,13
575,878,120,CollgCr,6,2004,VinylSd,VinylSd,170.0,4,PConc,GLQ,685.0,5,848,848,1,4,0,Fin,420.0,3.0,144000,6
576,1548,30,IDOTRR,6,2007,Wd Sdng,Wd Sdng,0.0,4,BrkTil,ALQ,538.0,5,816,816,1,3,0,Unf,432.0,3.0,120500,78
577,841,20,CollgCr,5,1995,VinylSd,VinylSd,0.0,3,PConc,Unf,0.0,5,1097,1097,1,3,0,Unf,672.0,3.0,145000,15
578,1621,120,StoneBr,8,2000,CemntBd,CmentBd,0.0,4,PConc,GLQ,1196.0,5,1652,1652,2,5,0,RFn,499.0,3.0,251000,7
579,218,90,Sawyer,4,1968,HdBoard,HdBoard,0.0,3,CBlock,Unf,0.0,3,1768,1768,2,3,0,None,0.0,0.0,136500,42
580,1504,90,Edwards,4,1955,WdShing,Wd Shng,58.0,3,Slab,None,0.0,3,1152,1152,2,3,0,None,0.0,0.0,82500,53
581,946,30,IDOTRR,2,1950,Wd Sdng,Wd Sdng,0.0,2,CBlock,None,0.0,3,810,810,1,3,0,Unf,280.0,3.0,57625,99
582,455,120,NridgHt,7,2008,VinylSd,VinylSd,176.0,4,PConc,GLQ,876.0,5,1358,1358,2,4,1,RFn,484.0,3.0,212500,2
583,2906,120,Mitchel,6,1998,VinylSd,VinylSd,116.0,3,PConc,GLQ,897.0,5,1216,1216,2,3,0,Unf,402.0,3.0,164000,8
584,2878,50,IDOTRR,6,1957,MetalSd,MetalSd,327.0,3,CBlock,Unf,0.0,4,967,1638,2,4,0,Unf,384.0,3.0,139000,49
585,1173,160,Somerst,7,2000,MetalSd,MetalSd,212.0,4,PConc,BLQ,510.0,5,624,1252,2,4,0,Unf,462.0,3.0,160000,9
586,985,85,Mitchel,5,1993,HdBoard,Wd Shng,0.0,3,PConc,GLQ,718.0,3,883,883,1,3,1,Unf,698.0,3.0,149000,17
587,975,20,Mitchel,5,1968,HdBoard,HdBoard,0.0,3,CBlock,BLQ,510.0,3,874,874,1,3,0,RFn,288.0,3.0,130000,41
588,202,70,OldTown,7,1950,Stucco,Stucco,0.0,3,BrkTil,Unf,0.0,4,902,1710,2,3,0,Unf,480.0,3.0,140000,89
589,528,20,Somerst,8,2009,VinylSd,VinylSd,288.0,4,PConc,Unf,0.0,5,1836,1836,2,4,1,Fin,517.0,3.0,264500,1
590,2579,20,NAmes,5,1957,Wd Sdng,Wd Sdng,0.0,3,CBlock,Rec,895.0,3,1092,1092,1,3,1,Fin,299.0,3.0,141000,49
591,1841,120,Somerst,7,2007,VinylSd,VinylSd,0.0,4,PConc,GLQ,1106.0,5,1241,1241,1,4,0,Fin,569.0,3.0,199900,1
592,591,20,NWAmes,6,1977,Plywood,Plywood,360.0,3,CBlock,ALQ,686.0,3,1334,1334,2,3,1,RFn,630.0,3.0,167900,32
593,1897,20,NAmes,6,1987,Wd Sdng,Wd Sdng,85.0,3,CBlock,BLQ,594.0,5,1429,1429,1,4,2,Unf,572.0,3.0,181900,47
594,70,20,Somerst,8,2008,VinylSd,VinylSd,36.0,4,PConc,GLQ,1078.0,5,1566,1566,2,4,0,RFn,750.0,3.0,262500,2
595,590,60,NWAmes,7,1992,HdBoard,HdBoard,283.0,3,PConc,GLQ,432.0,5,1316,2288,1,4,2,RFn,520.0,3.0,230000,32
596,1172,120,Somerst,9,2000,MetalSd,MetalSd,60.0,4,PConc,GLQ,1238.0,5,1709,1709,2,4,1,Fin,506.0,3.0,328900,9
597,1714,20,NridgHt,8,2005,VinylSd,VinylSd,210.0,4,PConc,GLQ,119.0,5,1721,1721,2,4,0,RFn,554.0,3.0,232698,2
598,829,20,CollgCr,8,2008,VinylSd,VinylSd,140.0,4,PConc,GLQ,872.0,5,1254,1254,2,4,0,RFn,810.0,3.0,221800,1
599,1397,50,Sawyer,5,1973,Wd Sdng,Wd Sdng,0.0,3,BrkTil,ALQ,336.0,4,864,1350,1,4,0,Unf,627.0,3.0,152400,67
600,877,20,CollgCr,7,2001,VinylSd,VinylSd,171.0,4,PConc,Unf,0.0,5,1630,1630,2,4,1,Unf,451.0,3.0,213000,9
601,2477,60,SawyerW,7,2005,VinylSd,VinylSd,96.0,4,PConc,Unf,0.0,5,831,1585,2,4,0,RFn,449.0,3.0,184900,1
602,2871,190,Crawfor,5,1953,MetalSd,MetalSd,56.0,3,CBlock,BLQ,841.0,3,1336,1336,1,3,2,Unf,375.0,3.0,157000,53
603,2489,20,Sawyer,5,2002,HdBoard,HdBoard,0.0,3,CBlock,BLQ,612.0,4,1211,1211,1,3,1,Unf,576.0,3.0,144000,44
604,1655,20,NWAmes,6,1999,MetalSd,MetalSd,253.0,3,CBlock,GLQ,903.0,5,1353,1353,2,3,1,RFn,478.0,3.0,192350,28
605,1891,20,NAmes,7,1966,HdBoard,Plywood,202.0,3,CBlock,BLQ,654.0,5,1200,1200,2,3,1,RFn,440.0,3.0,163500,41
606,1419,60,SawyerW,7,1990,HdBoard,HdBoard,99.0,3,PConc,GLQ,1085.0,5,1532,2329,2,4,1,Unf,514.0,3.0,262280,18
607,1473,20,CollgCr,7,2003,VinylSd,VinylSd,113.0,4,PConc,GLQ,810.0,5,1536,1536,2,4,0,RFn,532.0,3.0,214000,6
608,2868,20,Crawfor,6,2004,Stone,Stone,0.0,3,PConc,ALQ,296.0,5,1811,1811,1,5,1,Fin,470.0,3.0,230000,50
609,1695,60,NridgHt,7,2006,VinylSd,VinylSd,350.0,4,PConc,Unf,0.0,5,1071,2172,2,4,1,RFn,947.0,3.0,280000,1
610,2244,20,IDOTRR,4,1980,MetalSd,MetalSd,0.0,3,CBlock,GLQ,967.0,4,1073,1073,1,3,0,Unf,720.0,3.0,140000,50
611,169,60,NAmes,6,1966,MetalSd,MetalSd,351.0,3,CBlock,Unf,0.0,3,1051,1839,1,3,1,Unf,442.0,3.0,155000,44
612,2670,50,IDOTRR,3,1950,Wd Sdng,Wd Sdng,0.0,2,BrkTil,Unf,0.0,2,1020,1020,1,2,0,None,0.0,0.0,64500,88
613,247,60,SawyerW,6,1993,VinylSd,VinylSd,85.0,4,PConc,GLQ,860.0,5,964,1802,2,4,1,RFn,1017.0,3.0,218000,17
614,2137,80,CollgCr,5,1977,Plywood,VinylSd,51.0,3,CBlock,ALQ,755.0,3,1009,1009,2,3,1,Unf,576.0,3.0,160000,30
615,1794,20,Somerst,8,2007,VinylSd,VinylSd,0.0,4,PConc,GLQ,24.0,5,1338,1338,2,4,0,RFn,598.0,3.0,208900,0
616,1498,20,Edwards,5,1996,Plywood,Plywood,0.0,3,Slab,None,0.0,3,3820,3820,3,5,2,Unf,624.0,3.0,284700,49
617,1164,160,Somerst,7,2007,VinylSd,VinylSd,0.0,4,PConc,Unf,0.0,5,703,1392,2,4,0,Unf,540.0,3.0,146000,1
618,1179,120,Veenker,8,1996,BrkFace,BrkFace,0.0,4,PConc,GLQ,786.0,5,1288,1288,1,5,2,Fin,500.0,3.0,245500,12
619,1340,45,BrkSide,6,1950,MetalSd,MetalSd,0.0,3,BrkTil,Unf,0.0,5,1013,1013,1,3,0,Unf,160.0,2.0,113000,82
620,436,20,NridgHt,8,2005,VinylSd,VinylSd,238.0,4,PConc,GLQ,1531.0,5,1782,1782,2,4,2,Fin,932.0,3.0,296000,5
621,1636,20,StoneBr,9,2006,VinylSd,VinylSd,200.0,4,PConc,GLQ,1249.0,5,1922,1922,2,4,1,Fin,676.0,3.0,377426,2
622,421,20,NridgHt,10,2007,CemntBd,CmentBd,230.0,5,PConc,GLQ,1172.0,5,1718,1718,2,5,1,Fin,786.0,3.0,337500,3
623,457,20,NridgHt,10,2005,CemntBd,CmentBd,730.0,5,PConc,GLQ,2146.0,5,2492,2492,2,5,1,Fin,949.0,3.0,552000,5
624,2834,50,Edwards,4,1950,VinylSd,VinylSd,0.0,3,CBlock,Unf,0.0,5,624,936,1,3,0,Unf,265.0,3.0,97900,58
625,517,20,Somerst,6,2009,VinylSd,VinylSd,0.0,4,PConc,GLQ,27.0,5,1218,1218,2,4,0,Fin,676.0,3.0,208300,0
626,1566,60,Mitchel,7,1997,VinylSd,VinylSd,0.0,3,PConc,Unf,0.0,5,910,1820,2,4,1,Unf,816.0,3.0,213000,12
627,1439,60,CollgCr,7,1999,VinylSd,VinylSd,0.0,3,PConc,Unf,0.0,5,880,1724,2,4,0,Fin,527.0,3.0,188000,10
628,2577,20,NAmes,6,1958,Wd Sdng,Wd Sdng,632.0,3,CBlock,Rec,203.0,5,1336,1336,1,3,1,RFn,488.0,3.0,162000,48
629,2241,50,IDOTRR,5,1950,Wd Sdng,Wd Sdng,0.0,3,CBlock,BLQ,420.0,3,910,1558,1,3,0,Unf,282.0,3.0,152000,57
630,71,60,Somerst,7,2005,VinylSd,VinylSd,0.0,4,PConc,GLQ,222.0,5,991,1947,2,4,1,RFn,678.0,3.0,254900,6
631,1143,60,SawyerW,7,1995,VinylSd,VinylSd,145.0,4,PConc,GLQ,537.0,5,832,1657,2,4,0,RFn,483.0,3.0,189000,14
632,1021,20,NWAmes,7,1978,Plywood,Plywood,383.0,4,CBlock,GLQ,1206.0,3,2064,2064,2,4,2,Fin,550.0,3.0,235000,30
633,1416,190,Edwards,5,1950,MetalSd,MetalSd,0.0,3,CBlock,ALQ,1040.0,3,1164,1164,1,3,0,Unf,240.0,3.0,125000,58
634,35,120,NPkVill,7,1975,Plywood,Brk Cmn,0.0,3,CBlock,Unf,0.0,5,836,836,1,3,0,Unf,308.0,3.0,120000,35
635,2904,20,Mitchel,1,1951,CBlock,VinylSd,0.0,3,CBlock,None,0.0,3,1600,1600,1,3,0,Unf,270.0,2.0,81500,55
636,2174,90,Edwards,6,1990,HdBoard,HdBoard,104.0,3,CBlock,GLQ,816.0,3,816,816,1,3,0,None,0.0,0.0,118500,17
637,522,20,Somerst,9,2009,CemntBd,CmentBd,162.0,5,PConc,GLQ,1121.0,5,1766,1766,2,5,1,Fin,478.0,3.0,370878,0
638,2211,90,Crawfor,5,1950,MetalSd,MetalSd,0.0,3,CBlock,BLQ,284.0,3,1001,2002,2,3,0,Unf,871.0,3.0,145000,58
639,1539,50,Crawfor,7,2006,VinylSd,VinylSd,312.0,4,CBlock,BLQ,341.0,5,1137,1954,1,4,2,Unf,431.0,3.0,311500,69
640,2420,120,Blmngtn,7,2006,VinylSd,VinylSd,14.0,4,PConc,GLQ,453.0,5,1364,1364,2,4,1,Fin,437.0,3.0,210250,0
641,2779,60,CollgCr,7,2002,VinylSd,VinylSd,0.0,4,PConc,GLQ,700.0,5,920,1861,2,4,0,RFn,492.0,3.0,200000,4
642,953,90,Mitchel,5,1977,Plywood,Plywood,0.0,3,CBlock,None,0.0,3,1302,1734,2,4,0,Unf,539.0,3.0,126000,32
643,658,70,OldTown,4,2003,MetalSd,MetalSd,0.0,4,BrkTil,Unf,0.0,4,717,1039,1,3,0,Unf,281.0,3.0,114000,109
644,714,70,OldTown,4,1950,VinylSd,VinylSd,0.0,4,BrkTil,Unf,0.0,3,833,1510,2,4,0,Unf,720.0,3.0,87500,99
645,1637,60,StoneBr,8,2005,VinylSd,VinylSd,146.0,4,PConc,GLQ,986.0,5,1164,2541,3,5,1,Fin,729.0,3.0,349265,2
646,538,20,SawyerW,8,2004,VinylSd,VinylSd,264.0,4,PConc,BLQ,516.0,5,1512,1512,2,4,0,RFn,845.0,3.0,203000,5
647,546,20,SawyerW,7,2001,VinylSd,VinylSd,0.0,4,PConc,GLQ,20.0,5,1434,1434,2,4,1,RFn,527.0,3.0,189000,8
648,533,60,Somerst,7,2003,VinylSd,VinylSd,0.0,4,PConc,GLQ,410.0,5,812,1653,2,4,0,RFn,628.0,3.0,209000,6
649,718,70,OldTown,6,1950,Stucco,BrkFace,0.0,3,BrkTil,Unf,0.0,4,1090,2007,2,5,0,Unf,357.0,3.0,160000,109
650,1830,20,Sawyer,5,1974,Plywood,Plywood,44.0,3,CBlock,ALQ,787.0,3,1037,1037,1,3,0,RFn,431.0,3.0,129000,33
651,2929,20,Mitchel,5,1975,HdBoard,HdBoard,0.0,3,CBlock,ALQ,1071.0,4,1389,1389,1,3,1,RFn,418.0,3.0,170000,32
652,2207,30,Crawfor,5,2002,WdShing,Stucco,0.0,3,PConc,LwQ,365.0,3,694,694,1,4,1,Unf,352.0,4.0,90350,94
653,1417,50,Edwards,6,1950,Wd Sdng,Wd Sdng,0.0,3,BrkTil,Unf,0.0,2,572,1096,1,3,0,None,0.0,0.0,79000,84
654,2787,20,CollgCr,5,1972,VinylSd,VinylSd,0.0,3,PConc,ALQ,894.0,3,894,894,1,3,0,Unf,552.0,3.0,149900,34
655,1037,20,NAmes,5,1971,MetalSd,MetalSd,0.0,3,CBlock,Rec,119.0,3,864,864,1,3,0,Unf,576.0,3.0,123000,37
656,2659,70,OldTown,4,1950,AsbShng,Stucco,0.0,3,BrkTil,Unf,0.0,2,1095,1774,2,3,0,Unf,779.0,2.0,87000,106
657,1567,80,Mitchel,6,1977,Plywood,Plywood,0.0,3,CBlock,ALQ,522.0,3,1118,1118,1,3,1,Fin,358.0,3.0,171000,31
658,1225,50,NAmes,6,1950,VinylSd,VinylSd,0.0,3,CBlock,BLQ,280.0,3,1032,1252,1,3,0,Unf,288.0,3.0,119000,58
659,685,20,NAmes,5,1959,BrkFace,Plywood,0.0,3,CBlock,BLQ,1148.0,3,1148,1148,1,3,0,Unf,672.0,3.0,132500,50
660,1358,70,OldTown,8,1996,Stucco,Wd Shng,0.0,3,PConc,Unf,0.0,2,833,1666,1,4,1,Unf,228.0,3.0,161000,83
661,1461,60,CollgCr,9,2002,VinylSd,VinylSd,134.0,4,PConc,GLQ,1194.0,5,1366,1947,2,4,1,Fin,725.0,3.0,274000,7
662,221,20,Sawyer,5,1967,HdBoard,HdBoard,0.0,3,CBlock,ALQ,842.0,3,912,912,1,3,1,Unf,336.0,3.0,125000,43
663,2187,90,Edwards,5,1950,Plywood,Plywood,0.0,3,CBlock,Unf,0.0,3,1195,1195,2,3,0,None,0.0,0.0,98500,61
664,2504,20,NoRidge,8,1995,ImStucc,ImStucc,0.0,4,PConc,GLQ,1456.0,5,1624,1624,2,4,1,RFn,757.0,3.0,262000,12
665,855,20,CollgCr,5,1979,HdBoard,HdBoard,40.0,3,CBlock,ALQ,710.0,3,914,914,1,3,0,Unf,444.0,3.0,134900,30
666,2258,20,Timber,5,1959,VinylSd,VinylSd,0.0,3,CBlock,BLQ,967.0,4,1328,1328,1,3,2,RFn,308.0,3.0,170000,48
667,2205,70,Crawfor,6,1991,Wd Sdng,Wd Sdng,0.0,3,BrkTil,Unf,0.0,3,686,1461,1,3,1,Unf,225.0,3.0,135000,81
668,1158,60,NoRidge,6,1991,HdBoard,HdBoard,304.0,4,PConc,ALQ,704.0,5,1364,2683,2,4,2,RFn,473.0,3.0,290000,18
669,1741,20,Gilbert,7,2007,VinylSd,VinylSd,0.0,4,PConc,Unf,0.0,5,1258,1258,2,4,0,RFn,462.0,3.0,173500,0
670,2735,20,Edwards,5,2002,MetalSd,MetalSd,0.0,3,CBlock,GLQ,603.0,5,1112,2008,3,5,0,Unf,230.0,3.0,225000,58
671,1888,20,NAmes,5,1961,Wd Sdng,Wd Sdng,0.0,3,CBlock,ALQ,311.0,3,1187,1187,1,3,1,RFn,440.0,3.0,140500,46
672,2121,20,CollgCr,5,1994,VinylSd,VinylSd,0.0,3,PConc,GLQ,495.0,4,990,990,1,3,0,Unf,299.0,3.0,126000,13
673,1176,160,Somerst,8,1999,MetalSd,MetalSd,466.0,4,PConc,GLQ,612.0,5,962,1586,2,4,0,Unf,480.0,3.0,170000,9
674,2773,20,CollgCr,5,1995,VinylSd,VinylSd,0.0,3,PConc,ALQ,716.0,5,990,990,1,3,0,Unf,576.0,3.0,156000,11
675,2619,20,NAmes,5,1997,MetalSd,MetalSd,0.0,3,CBlock,BLQ,1277.0,3,1600,1600,1,3,2,RFn,319.0,3.0,207500,49
676,1796,60,Somerst,8,2007,VinylSd,VinylSd,0.0,4,PConc,GLQ,350.0,5,896,1792,2,4,0,Fin,590.0,3.0,255000,0
677,1598,180,MeadowV,4,1973,CemntBd,CmentBd,0.0,3,CBlock,GLQ,437.0,3,526,988,1,3,1,RFn,297.0,3.0,94900,35
678,1965,20,NAmes,5,1958,BrkFace,BrkFace,0.0,3,CBlock,Rec,625.0,3,1170,1170,1,3,1,RFn,338.0,3.0,140000,49
679,2651,70,OldTown,3,1950,MetalSd,MetalSd,0.0,3,BrkTil,Unf,0.0,4,714,1376,1,3,0,Unf,216.0,3.0,96900,101
680,609,20,NAmes,5,1966,Plywood,Plywood,200.0,3,CBlock,BLQ,740.0,5,1154,1154,1,3,1,RFn,480.0,3.0,154000,43
681,1990,70,OldTown,8,1999,VinylSd,VinylSd,0.0,4,BrkTil,Unf,0.0,5,909,1772,2,4,0,Unf,816.0,3.0,184900,97
682,1053,20,NridgHt,10,2008,CemntBd,CmentBd,816.0,5,PConc,GLQ,1636.0,5,2084,2084,2,5,1,Fin,1220.0,3.0,385000,1
